,permno,Quarter,Unnamed: 0_x,date,ret,shrcd,price,me,Unnamed: 0_y,ea_date,fiscal_period,gics_6d,ret_ex_3d,date_diff,doy_diff,weekday,most_popular_weekday,fraction_on_most_popular_weekday,quantile_group,fraction_of_zeros
5448,88863,2021Q2,86312.0,2021-06-30,0.1246720254421234,11.0,124.30999755859376,21363294.63043213,115944,2021-05-04,2021-03-31,352010,-0.120130576,-1,-3,Tuesday,Tuesday,0.75,below_median,0.0
5449,88863,2021Q3,86315.0,2021-09-30,-0.0855527967214584,11.0,95.4499969482422,16440593.82435608,115945,2021-07-28,2021-06-30,352010,-0.013038061,-1,-3,Wednesday,Tuesday,0.75,below_median,0.0
5450,88863,2021Q4,86318.0,2021-12-31,-0.0883214324712753,11.0,77.83000183105469,13517047.738006592,115946,2021-11-02,2021-09-30,352010,-0.058025334,7,3,Tuesday,Tuesday,0.75,above_median,0.0
5455,88873,2021Q1,86344.0,2021-03-31,0.0191171076148748,11.0,201.5800018310547,59484444.32032776,116060,2021-02-08,2020-12-31,451020,0.014429122,-3,-4,Monday,Monday,0.5,above_median,0.0
5456,88873,2021Q2,86347.0,2021-06-30,-0.030845146626234,11.0,187.5399932861328,55364806.65795898,116061,2021-05-04,2021-03-31,451020,-0.06882417,-2,-3,Tuesday,Monday,0.5,above_median,0.0
5457,88873,2021Q3,86350.0,2021-09-30,-0.0295745059847831,11.0,157.5800018310547,46288810.37786865,116062,2021-08-02,2021-06-30,451020,-0.12483669,-1,-2,Monday,Monday,0.5,below_median,0.0
5458,88873,2021Q4,86353.0,2021-12-31,0.1376847475767136,11.0,135.17999267578125,39222610.054870605,116063,2021-11-02,2021-09-30,451020,-0.068070926,5,3,Tuesday,Monday,0.5,above_median,0.0
5465,88912,2021Q1,86454.0,2021-03-31,0.1436864733695984,11.0,23.63999938964844,514737.3467102051,116390,2021-01-28,2020-12-31,401010,-0.05220341,7,5,Thursday,Thursday,0.5,above_median,0.25
5466,88912,2021Q2,86457.0,2021-06-30,-0.0682403519749641,11.0,21.709999084472656,469652.410194397,116391,2021-04-27,2021-03-31,401010,-0.010494392,-2,-4,Tuesday,Thursday,0.5,above_median,0.25
5467,88912,2021Q3,86460.0,2021-09-30,0.0257879178971052,11.0,21.479999542236328,457975.0702400208,116392,2021-07-29,2021-06-30,401010,0.019577513,2,0,Thursday,Thursday,0.5,above_median,0.25
5468,88912,2021Q4,86463.0,2021-12-31,0.058536659926176,11.0,23.8700008392334,505351.7877674103,116393,2021-10-26,2021-09-30,401010,0.022677658,0,-2,Tuesday,Thursday,0.5,below_median,0.25
5473,88944,2021Q1,86514.0,2021-03-31,0.1687451303005219,11.0,29.989999771118164,527584.0759735107,116593,2021-02-02,2020-12-31,401010,0.05698687,0,-2,Tuesday,Wednesday,0.5,below_median,0.25
5474,88944,2021Q2,86517.0,2021-06-30,-0.0420410595834255,11.0,29.850000381469727,517449.7566127777,116594,2021-04-30,2021-03-31,401010,0.023490194,-10,-12,Friday,Wednesday,0.5,above_median,0.25
5475,88944,2021Q3,86520.0,2021-09-30,0.0153649020940065,11.0,31.71999931335449,541492.1082782745,116595,2021-07-28,2021-06-30,401010,-0.007849317,1,-1,Wednesday,Wednesday,0.5,below_median,0.25
5476,88944,2021Q4,86523.0,2021-12-31,0.0220182687044143,11.0,33.41999816894531,564062.729095459,116596,2021-10-27,2021-09-30,401010,-0.015768355,1,-1,Wednesday,Wednesday,0.5,below_median,0.25
5481,88963,2021Q1,86598.0,2021-03-31,0.0846715196967125,11.0,14.859999656677246,449785.85161972046,116924,2021-02-23,2020-12-31,403010,0.00044058758,1,-1,Tuesday,Tuesday,0.5,below_median,0.25
5482,88963,2021Q2,86601.0,2021-06-30,-0.0470896176993846,11.0,14.56999969482422,450174.39760780334,116925,2021-04-26,2021-03-31,403010,-0.06205157,-1,-3,Monday,Tuesday,0.5,below_median,0.25
5483,88963,2021Q3,86604.0,2021-09-30,-0.0378486476838588,11.0,14.489999771118164,451542.9283733368,116926,2021-07-27,2021-06-30,403010,0.015007419,1,-1,Tuesday,Tuesday,0.5,below_median,0.25
5484,88963,2021Q4,86607.0,2021-12-31,0.0507352612912654,11.0,14.289999961853027,443146.8505067825,116927,2021-10-27,2021-09-30,403010,-0.03622905,0,-2,Wednesday,Tuesday,0.5,below_median,0.25
5489,88984,2021Q1,86634.0,2021-03-31,0.0978551656007766,11.0,8.1899995803833,139311.89286231995,117050,2021-01-27,2020-12-31,401010,-0.031514022,6,4,Wednesday,Wednesday,0.75,above_median,0.0
5490,88984,2021Q2,86637.0,2021-06-30,-0.0388235189020633,11.0,8.170000076293945,138971.70129776,117051,2021-04-26,2021-03-31,401010,0.00089360593,12,10,Monday,Wednesday,0.75,above_median,0.0
5491,88984,2021Q3,86640.0,2021-09-30,-0.0256097614765167,11.0,7.989999771118164,135909.89610671997,117052,2021-07-21,2021-06-30,401010,-0.005688659,7,5,Wednesday,Wednesday,0.75,above_median,0.0
5492,88984,2021Q4,86643.0,2021-12-31,0.049744863063097,11.0,8.119999885559082,138267.35805130005,117053,2021-10-20,2021-09-30,401010,-0.005317555,7,4,Wednesday,Wednesday,0.75,above_median,0.0
5517,89044,2021Q1,86850.0,2021-03-31,-0.0315904095768928,11.0,17.780000686645508,656597.645357132,117826,2021-02-18,2020-12-31,453010,-0.15445623,7,5,Thursday,Thursday,0.5,above_median,0.25
5518,89044,2021Q2,86853.0,2021-06-30,0.042431179434061,11.0,18.18000030517578,674223.491317749,117827,2021-05-06,2021-03-31,453010,0.05254395,0,-2,Thursday,Thursday,0.5,below_median,0.25
5519,89044,2021Q3,86856.0,2021-09-30,0.0230906065553426,11.0,23.040000915527344,858792.9941253662,117828,2021-08-10,2021-06-30,453010,0.15005727,5,3,Tuesday,Thursday,0.5,above_median,0.25
5520,89044,2021Q4,86859.0,2021-12-31,0.0621450245380401,11.0,31.790000915527344,1189295.7242507937,117829,2021-11-09,2021-09-30,453010,0.28123623,5,3,Tuesday,Thursday,0.5,above_median,0.25
5521,89070,2021Q1,87009.0,2021-03-31,-0.0168036054819822,11.0,160.0800018310547,33347385.74143982,118035,2021-02-05,2020-12-31,351010,-0.030261887,3,1,Friday,Tuesday,0.5,above_median,0.25
5522,89070,2021Q2,87012.0,2021-06-30,-0.0431889407336711,11.0,160.82000732421875,33528076.766967773,118036,2021-05-04,2021-03-31,351010,-0.03531268,-6,-8,Tuesday,Tuesday,0.5,above_median,0.25
5523,89070,2021Q3,87015.0,2021-09-30,-0.0255898740142583,11.0,146.36000061035156,30565822.52746582,118037,2021-08-03,2021-06-30,351010,-0.09358411,0,-2,Tuesday,Tuesday,0.5,below_median,0.25
5524,89070,2021Q4,87018.0,2021-12-31,0.0642140656709671,11.0,127.04000091552734,26539672.511260983,118038,2021-11-04,2021-09-30,351010,-0.037482347,-1,-3,Thursday,Tuesday,0.5,below_median,0.25
5528,89110,2021Q1,87053.0,2021-03-31,0.0234042052179575,11.0,129.8699951171875,5606617.559204102,118235,2021-02-01,2020-12-31,351030,0.048353836,-3,-5,Monday,Thursday,0.5,above_median,0.0
5529,89110,2021Q2,87056.0,2021-06-30,0.0895683243870735,11.0,151.4499969482422,6578382.067443848,118236,2021-04-29,2021-03-31,351030,0.02939059,-7,-9,Thursday,Thursday,0.5,above_median,0.0
5530,89110,2021Q3,87059.0,2021-09-30,-0.0440523698925972,11.0,148.42999267578125,6511475.348693848,118237,2021-07-29,2021-06-30,351030,-0.038597673,2,0,Thursday,Thursday,0.5,above_median,0.0
5531,89110,2021Q4,87062.0,2021-12-31,0.019435042515397,11.0,180.44000244140625,7971658.867858887,118238,2021-11-02,2021-09-30,351030,-0.024513584,7,5,Tuesday,Thursday,0.5,above_median,0.0
5552,89211,2021Q1,87317.0,2021-03-31,0.0243390779942274,11.0,24.09000015258789,170003.13107681274,119143,2021-02-01,2020-12-31,401010,0.00086564757,4,4,Monday,Monday,0.5,above_median,0.25
5553,89211,2021Q2,87320.0,2021-06-30,-0.0573994889855384,11.0,23.81999969482422,168193.0178451538,119144,2021-04-22,2021-03-31,401010,-0.011868712,0,-2,Thursday,Monday,0.5,below_median,0.25
5554,89211,2021Q3,87323.0,2021-09-30,0.0214918050915002,11.0,23.920000076293945,169018.72053909302,119145,2021-07-23,2021-06-30,401010,-0.008485282,1,-1,Friday,Monday,0.5,below_median,0.25
5555,89211,2021Q4,87326.0,2021-12-31,0.0067198718897998,11.0,23.649999618530277,167205.49730300903,119146,2021-10-25,2021-09-30,401010,-0.012858601,-1,-2,Monday,Monday,0.5,below_median,0.25
5560,89217,2021Q1,87353.0,2021-03-31,0.1458684056997299,11.0,183.4900054931641,12022999.119934082,119300,2021-02-16,2020-12-31,255040,0.05058414,0,-2,Tuesday,Tuesday,0.5,below_median,0.25
5561,89217,2021Q2,87356.0,2021-06-30,0.0864913538098335,11.0,205.13999938964844,13424156.420059204,119301,2021-06-02,2021-03-31,255040,0.0016875721,15,13,Wednesday,Tuesday,0.5,above_median,0.25
5562,89217,2021Q3,87359.0,2021-09-30,0.0347054116427898,11.0,208.88999938964844,13160278.85154724,119302,2021-08-24,2021-06-30,255040,0.0013112855,7,5,Tuesday,Tuesday,0.5,above_median,0.25
5563,89217,2021Q4,87362.0,2021-12-31,0.0913374572992324,11.0,239.8800048828125,14957717.704467772,119303,2021-11-15,2021-09-30,255040,-0.019699654,6,4,Monday,Tuesday,0.5,above_median,0.25
5564,89244,2021Q1,87473.0,2021-03-31,0.0606985725462436,11.0,31.280000686645508,2168454.767601013,119434,2021-02-25,2020-12-31,253020,0.1202118,2,0,Thursday,Thursday,0.5,above_median,0.0
5565,89244,2021Q2,87476.0,2021-06-30,-0.0804071202874183,11.0,36.13999938964844,2512488.897567749,119435,2021-05-05,2021-03-31,253020,0.28071633,8,6,Wednesday,Thursday,0.5,above_median,0.0
5566,89244,2021Q3,87479.0,2021-09-30,-0.1570438593626022,11.0,18.25,1275182.25,119436,2021-08-10,2021-06-30,253020,-0.24477656,7,5,Tuesday,Thursday,0.5,above_median,0.0
5567,89244,2021Q4,87482.0,2021-12-31,-0.0410226248204708,11.0,16.1299991607666,1130132.2611999512,119437,2021-11-04,2021-09-30,253020,0.045556452,7,5,Thursday,Thursday,0.5,above_median,0.0
5594,89307,2021Q1,87677.0,2021-03-31,0.1173233464360237,11.0,86.94999694824219,2384168.916320801,119983,2021-02-17,2020-12-31,202020,0.005239939,0,-2,Wednesday,Tuesday,0.75,below_median,0.25
5595,89307,2021Q2,87680.0,2021-06-30,-0.0010343779576942,11.0,86.54000091552734,2380715.425186157,119984,2021-05-04,2021-03-31,202020,-0.03237153,6,4,Tuesday,Tuesday,0.75,above_median,0.25
5596,89307,2021Q3,87683.0,2021-09-30,-0.0362511053681373,11.0,75.91999816894531,2092279.229537964,119985,2021-08-03,2021-06-30,202020,-0.049506534,6,4,Tuesday,Tuesday,0.75,above_median,0.25
5597,89307,2021Q4,87686.0,2021-12-31,0.0788815841078758,11.0,72.93000030517578,2014253.67842865,119986,2021-11-02,2021-09-30,202020,-0.09867917,-1,-4,Tuesday,Tuesday,0.75,below_median,0.25
5646,89453,2021Q1,88100.0,2021-03-31,0.2997718751430511,11.0,39.88999938964844,621526.0804901123,121379,2021-03-03,2020-12-31,253010,0.13690397,8,6,Wednesday,Wednesday,0.6666666666666666,above_median,0.0
5647,89453,2021Q2,88103.0,2021-06-30,-0.0766871124505996,11.0,33.11000061035156,519231.0295715332,121380,2021-05-25,2021-03-31,253010,0.04131592,-15,-17,Tuesday,Wednesday,0.6666666666666666,above_median,0.0
5648,89453,2021Q4,88109.0,2021-12-31,0.0141105186194181,11.0,16.530000686645508,259884.67079544067,121381,2021-11-10,2021-09-30,253010,-0.057380803,6,4,Wednesday,Wednesday,0.6666666666666666,above_median,0.0
5665,89509,2021Q1,88319.0,2021-03-31,0.0241420529782772,11.0,59.38999938964844,6106895.46723938,121900,2021-02-22,2020-12-31,101020,0.09906699,5,3,Monday,Monday,0.3333333333333333,above_median,0.3333333333333333
5666,89509,2021Q2,88322.0,2021-06-30,0.069372646510601,11.0,72.44999694824219,7449670.936203003,121901,2021-05-05,2021-03-31,101020,-0.007925707,0,-2,Wednesday,Monday,0.3333333333333333,below_median,0.3333333333333333
5667,89509,2021Q3,88325.0,2021-09-30,0.3578323721885681,11.0,87.19999694824219,8966426.886199951,121902,2021-08-05,2021-06-30,101020,-0.008433764,1,-1,Thursday,Monday,0.3333333333333333,below_median,0.3333333333333333
5672,89533,2021Q1,88400.0,2021-03-31,-0.0482805222272872,11.0,125.37000274658205,14498664.707633972,122081,2021-02-04,2020-12-31,253010,0.05375674,0,-2,Thursday,Monday,0.25,below_median,0.25
5673,89533,2021Q2,88403.0,2021-06-30,-0.0725714117288589,11.0,122.3000030517578,14148153.55303955,122082,2021-05-10,2021-03-31,253010,0.02721143,4,3,Monday,Monday,0.25,above_median,0.25
5674,89533,2021Q3,88406.0,2021-09-30,-0.1665847450494766,11.0,84.75,9802100.25,122083,2021-08-04,2021-06-30,253010,-0.0050416496,1,-1,Wednesday,Monday,0.25,below_median,0.25
5675,89533,2021Q4,88409.0,2021-12-31,0.0497469268739223,11.0,85.04000091552734,9840403.705940248,122084,2021-11-09,2021-09-30,253010,-0.040520497,5,3,Tuesday,Monday,0.25,above_median,0.25
5676,89546,2021Q1,88465.0,2021-03-31,-0.0923077017068862,11.0,9.4399995803833,127147.35434818268,122138,2021-03-30,2020-12-31,101010,0.041406218,0,-8,Tuesday,Thursday,0.6666666666666666,below_median,0.3333333333333333
5677,89546,2021Q3,88471.0,2021-09-30,0.0756477192044258,11.0,10.380000114440918,138521.10152721405,122139,2021-08-12,2021-06-30,101010,0.0020199188,-4,-7,Thursday,Thursday,0.6666666666666666,above_median,0.3333333333333333
5678,89546,2021Q4,88474.0,2021-12-31,-0.017823601141572,11.0,10.470000267028809,136518.33348178864,122140,2021-11-11,2021-09-30,101010,-0.050419115,-4,-6,Thursday,Thursday,0.6666666666666666,above_median,0.3333333333333333
5721,89792,2021Q1,89281.0,2021-03-31,0.0696979612112045,11.0,225.6100006103516,2073807.125610352,123901,2021-01-28,2020-12-31,252010,0.06015024,0,-2,Thursday,Thursday,0.75,below_median,0.25
5722,89792,2021Q2,89284.0,2021-06-30,0.0041578076779842,11.0,222.19000244140625,2039037.6524047847,123902,2021-05-26,2021-03-31,252010,0.021923974,1,-1,Wednesday,Thursday,0.75,below_median,0.25
5723,89792,2021Q3,89287.0,2021-09-30,-0.0734246373176574,11.0,236.7400054931641,2174930.4304656982,123903,2021-08-05,2021-06-30,252010,0.04101659,7,5,Thursday,Thursday,0.75,above_median,0.25
5724,89792,2021Q4,89290.0,2021-12-31,0.0677670016884803,11.0,317.6499938964844,2910626.8940734863,123904,2021-11-04,2021-09-30,252010,0.07260209,7,5,Thursday,Thursday,0.75,above_median,0.25
5745,89841,2021Q1,89449.0,2021-03-31,0.0145470267161727,11.0,24.290000915527344,3245387.0223236084,124513,2021-02-09,2020-12-31,403010,-0.02525478,0,-2,Tuesday,Wednesday,0.75,below_median,0.25
5746,89841,2021Q2,89452.0,2021-06-30,-0.10579814016819,11.0,23.6200008392334,3107612.6504154205,124514,2021-04-28,2021-03-31,403010,-0.0017659646,-6,-8,Wednesday,Wednesday,0.75,above_median,0.25
5747,89841,2021Q3,89455.0,2021-09-30,-0.0322975553572177,11.0,23.540000915527344,3008153.176994324,124515,2021-07-28,2021-06-30,403010,-0.015056689,-6,-8,Wednesday,Wednesday,0.75,above_median,0.25
5748,89841,2021Q4,89458.0,2021-12-31,0.0578111335635185,11.0,23.84000015258789,2939781.9388160706,124516,2021-10-27,2021-09-30,403010,-0.036068715,-6,-7,Wednesday,Wednesday,0.75,above_median,0.25
5753,89875,2021Q1,89579.0,2021-03-31,0.2419243603944778,11.0,36.13999938964844,460568.1522216797,124731,2021-03-09,2020-12-31,352020,0.0150768235,12,10,Tuesday,Friday,0.3333333333333333,above_median,0.0
5754,89875,2021Q3,89585.0,2021-09-30,0.0820969268679618,11.0,32.81999969482422,418159.6161117554,124732,2021-08-06,2021-06-30,352020,-0.0794942,1,-1,Friday,Friday,0.3333333333333333,below_median,0.0
5755,89875,2021Q4,89588.0,2021-12-31,0.1200778409838676,11.0,46.08000183105469,775526.4308166504,124733,2021-11-01,2021-09-30,352020,0.4465803,-3,-5,Monday,Friday,0.3333333333333333,above_median,0.0
5762,89898,2021Q1,89723.0,2021-03-31,-0.074792243540287,11.0,6.679999828338623,86993.63776445389,124858,2021-03-31,2020-12-31,202010,0.065688044,1,0,Wednesday,Monday,0.6666666666666666,below_median,0.3333333333333333
5763,89898,2021Q3,89729.0,2021-09-30,0.2612612247467041,11.0,7.0,93149.0,124859,2021-08-16,2021-06-30,202010,-0.100372754,4,1,Monday,Monday,0.6666666666666666,above_median,0.3333333333333333
5764,89898,2021Q4,89732.0,2021-12-31,-0.1585760563611984,11.0,5.199999809265137,74406.79727077484,124860,2021-11-15,2021-09-30,202010,0.018246062,0,-2,Monday,Monday,0.6666666666666666,below_median,0.3333333333333333
5777,89916,2021Q1,89807.0,2021-03-31,0.0209377650171518,11.0,140.42999267578125,6002539.606933594,125166,2021-02-23,2020-12-31,502010,0.064890586,-1,-3,Tuesday,Tuesday,0.75,below_median,0.25
5778,89916,2021Q2,89810.0,2021-06-30,-0.0265288576483726,11.0,147.8800048828125,6234029.485839844,125167,2021-05-04,2021-03-31,502010,-0.012263511,-1,-3,Tuesday,Tuesday,0.75,below_median,0.25
5779,89916,2021Q3,89813.0,2021-09-30,0.0147579750046134,11.0,151.9600067138672,6263487.556732178,125168,2021-08-04,2021-06-30,502010,0.027890442,0,-2,Wednesday,Tuesday,0.75,below_median,0.25
5780,89916,2021Q4,89816.0,2021-12-31,0.0098996367305517,11.0,150.97999572753906,6153491.68586731,125169,2021-11-02,2021-09-30,502010,0.06854348,-2,-4,Tuesday,Tuesday,0.75,above_median,0.25
5781,89922,2021Q1,89831.0,2021-03-31,0.0341232270002365,11.0,21.770000457763672,2283128.798007965,125307,2021-02-23,2020-12-31,451030,-0.033711534,7,5,Tuesday,Tuesday,0.5,above_median,0.25
5782,89922,2021Q2,89834.0,2021-06-30,0.0382819660007953,11.0,22.239999771118164,2325814.696063996,125308,2021-05-05,2021-03-31,451030,-0.0016458891,0,-2,Wednesday,Tuesday,0.5,below_median,0.25
5783,89922,2021Q3,89837.0,2021-09-30,-0.118390291929245,11.0,18.84000015258789,1968930.7359466555,125309,2021-08-03,2021-06-30,451030,0.01899065,-6,-8,Tuesday,Tuesday,0.5,above_median,0.25
5784,89922,2021Q4,89840.0,2021-12-31,0.0552455224096775,11.0,18.90999984741211,1952646.5842437744,125310,2021-11-08,2021-09-30,451030,-0.016050909,-1,-2,Monday,Tuesday,0.5,below_median,0.25
5789,89941,2021Q1,89879.0,2021-03-31,0.2396449446678162,11.0,16.760000228881836,192237.20262527463,125477,2021-03-17,2020-12-31,502030,-0.06714829,42,14,Wednesday,Wednesday,0.6666666666666666,above_median,0.0
5790,89941,2021Q3,89885.0,2021-09-30,-0.0499590225517749,11.0,11.600000381469728,137146.80451011658,125478,2021-07-21,2021-06-30,502030,0.17851177,-8,-10,Wednesday,Wednesday,0.6666666666666666,above_median,0.0
5791,89941,2021Q4,89888.0,2021-12-31,0.0053361998870968,11.0,9.420000076293944,113567.5209197998,125479,2021-10-29,2021-09-30,502030,-0.1471269,9,7,Friday,Wednesday,0.6666666666666666,above_median,0.0
5795,89946,2021Q1,89903.0,2021-03-31,0.1411509811878204,11.0,31.530000686645508,3009034.0855293274,125587,2021-02-17,2020-12-31,403010,-0.020143751,7,5,Wednesday,Wednesday,0.5,above_median,0.25
5796,89946,2021Q2,89906.0,2021-06-30,0.0596721209585666,11.0,32.31999969482422,3084232.930877685,125588,2021-05-05,2021-03-31,403010,-0.037715662,0,-2,Wednesday,Wednesday,0.5,below_median,0.25
5797,89946,2021Q3,89909.0,2021-09-30,-0.0668981000781059,11.0,29.56999969482422,2735609.381767273,125589,2021-08-05,2021-06-30,403010,-0.0004996639,1,-1,Thursday,Wednesday,0.5,below_median,0.25
5798,89946,2021Q4,89912.0,2021-12-31,0.1572999358177185,11.0,38.91999816894531,3600644.710601806,125590,2021-11-08,2021-09-30,403010,0.020182474,12,9,Monday,Wednesday,0.5,above_median,0.25
5799,89952,2021Q1,89939.0,2021-03-31,0.0055476478300988,11.0,62.720001220703125,2130849.321472168,125646,2021-02-16,2020-12-31,151040,-0.035134446,8,6,Tuesday,Monday,0.6666666666666666,above_median,0.0
5800,89952,2021Q3,89945.0,2021-09-30,-0.0270431600511074,11.0,64.4000015258789,2192111.651939392,125647,2021-08-16,2021-06-30,151040,-0.012981618,13,11,Monday,Monday,0.6666666666666666,above_median,0.0
5801,89952,2021Q4,89948.0,2021-12-31,0.0530318655073642,11.0,51.08000183105469,1739682.7023620603,125648,2021-11-15,2021-09-30,151040,-0.21683164,12,10,Monday,Monday,0.6666666666666666,above_median,0.0
5821,90011,2021Q1,90273.0,2021-03-31,-0.0008572849328629,11.0,93.23999786376952,2436081.4241867065,126158,2021-03-01,2020-12-31,351020,-0.021480193,4,1,Monday,Friday,0.5,above_median,0.25
5822,90011,2021Q2,90276.0,2021-06-30,0.0001061100629158,11.0,94.1999969482422,2463612.520187378,126159,2021-05-10,2021-03-31,351020,0.006465013,0,-2,Monday,Friday,0.5,below_median,0.25
5823,90011,2021Q3,90279.0,2021-09-30,-0.0007397980662062,11.0,94.5500030517578,2472766.229812622,126160,2021-08-06,2021-06-30,351020,-0.0054783914,9,7,Friday,Friday,0.5,above_median,0.25
5824,90011,2021Q4,90282.0,2021-12-31,0.0021098949946463,11.0,94.98999786376952,2484273.414131165,126161,2021-11-05,2021-09-30,351020,-0.0012146973,8,6,Friday,Friday,0.5,above_median,0.25
5856,90125,2021Q1,90681.0,2021-03-31,-0.0540754944086074,11.0,23.790000915527344,2770987.9366378784,127269,2021-02-23,2020-12-31,352020,0.018255556,5,3,Tuesday,Thursday,0.5,above_median,0.0
5857,90125,2021Q2,90684.0,2021-06-30,0.0185185000300407,11.0,22.0,2550394.0,127270,2021-05-06,2021-03-31,352020,-0.042218942,3,1,Thursday,Thursday,0.5,above_median,0.0
5858,90125,2021Q3,90687.0,2021-09-30,-0.0751879885792732,11.0,19.68000030517578,2272095.3952331543,127271,2021-07-29,2021-06-30,352020,0.02800294,-5,-7,Thursday,Thursday,0.5,above_median,0.0
5859,90125,2021Q4,90690.0,2021-12-31,-0.0571428947150707,11.0,19.799999237060547,2097611.9191741943,127272,2021-11-03,2021-09-30,352020,0.077721074,1,-1,Wednesday,Thursday,0.5,below_median,0.0
5868,90175,2021Q1,90765.0,2021-03-31,0.0574614480137825,11.0,123.3000030517578,12601753.511901855,127484,2021-02-10,2020-12-31,203040,-0.025835408,2,0,Wednesday,Wednesday,0.5,above_median,0.25
5869,90175,2021Q2,90768.0,2021-06-30,-0.0479139275848865,11.0,139.88999938964844,15978935.180282593,127485,2021-05-03,2021-03-31,203040,0.026322821,0,-2,Monday,Wednesday,0.5,below_median,0.25
